Unnamed: 0,SMS,Result,MLP,MLP_tuned,NaiveBayes,TensorFlow,TinyBert
4836,"OH RITE. WELL IM WITH MY BEST MATE PETE, WHO I WENT OUT WITH 4 A WEEK+ NOW WERE 2GEVA AGAIN. ITS BEEN LONGER THAN A WEEK.",ham,ham,ham,ham,ham,ham
4831,"The word ""Checkmate"" in chess comes from the Persian phrase ""Shah Maat"" which means; ""the king is dead.."" Goodmorning.. Have a good day..:)",ham,ham,ham,ham,ham,ham
1928,Omg it could snow here tonite!,ham,ham,ham,ham,ham,ham
4768,Your unique user ID is 1172. For removal send STOP to 87239 customer services 08708034412,spam,spam,spam,spam,spam,spam
4448,Please tell me you have some of that special stock you were talking about,ham,ham,ham,ham,ham,ham
2226,Alrite jod hows the revision goin? Keris bin doin a smidgin. N e way u wanna cum over after college?xx,ham,ham,ham,ham,ham,ham
3971,"That's the trouble with classes that go well - you're due a dodgey one … Expecting mine tomo! See you for recovery, same time, same place ",ham,ham,ham,ham,ham,ham
155,"You are everywhere dirt, on the floor, the windows, even on my shirt. And sometimes when i open my mouth, you are all that comes flowing out. I dream of my world without you, then half my chores are out too. A time of joy for me, lots of tv shows i.ll see. But i guess like all things you just must exist, like rain, hail and mist, and when my time here is done, you and i become one.",ham,ham,ham,ham,ham,ham
4781,Sen told that he is going to join his uncle finance in cbe,ham,ham,ham,ham,ham,ham
4903,* FREE* POLYPHONIC RINGTONE Text SUPER to 87131 to get your FREE POLY TONE of the week now! 16 SN PoBox202 NR31 7ZS subscription 450pw,spam,spam,spam,spam,spam,spam
5452,What???? Hello wats talks email address?,ham,ham,ham,ham,ham,ham
3639,"Customer service announcement. We recently tried to make a delivery to you but were unable to do so, please call 07090298926 to re-schedule. Ref:9307622",spam,spam,spam,spam,spam,spam
2880,U still painting ur wall?,ham,ham,ham,ham,ham,ham
981,If he started searching he will get job in few days.he have great potential and talent.,ham,ham,ham,ham,ham,ham
2447,"Sorry, I'll call later",ham,ham,ham,ham,ham,ham
1274,network operator. The service is free. For T & C's visit 80488.biz,spam,spam,spam,spam,spam,spam
3350,Oh is it! Which brand?,ham,ham,ham,spam,ham,ham
1598,URGENT! Your Mobile number has been awarded with a £2000 prize GUARANTEED. Call 09061790121 from land line. Claim 3030. Valid 12hrs only 150ppm,spam,spam,spam,spam,spam,spam
4043,What time do u get out?,ham,ham,ham,spam,ham,ham
1352,Yo theres no class tmrw right?,ham,ham,ham,ham,ham,ham
2396,"Babe, I'm back ... Come back to me ...",ham,ham,ham,spam,ham,ham
2745,"Tick, tick, tick ... Babe",ham,ham,ham,spam,ham,ham
1582,Hhahhaahahah rofl wtf nig was leonardo in your room or something,ham,ham,ham,ham,ham,ham
4215,Ard 530 like dat lor. We juz meet in mrt station then ü dun haf to come out.,ham,ham,ham,ham,ham,ham
1078,"Yep, by the pretty sculpture",ham,ham,ham,ham,ham,ham
1865,You call him now ok i said call him,ham,ham,ham,ham,ham,ham
489,"Depends on quality. If you want the type i sent boye, faded glory, then about 6. If you want ralphs maybe 2",ham,ham,ham,ham,ham,ham
1165,Well. Im computerless. Time to make some oreo truffles,ham,ham,ham,ham,ham,ham
2229,Those were my exact intentions,ham,ham,ham,ham,ham,ham
2811,Mm so you asked me not to call radio,ham,ham,ham,ham,ham,ham
1864,I'll let you know when it kicks in,ham,ham,ham,ham,ham,ham
1460,Bought one ringtone and now getting texts costing 3 pound offering more tones etc,spam,spam,spam,spam,spam,ham
3482,Wherre's my boytoy ? :-(,ham,ham,ham,ham,ham,ham
193,Hi :)finally i completed the course:),ham,ham,ham,ham,ham,ham
2576,Now thats going to ruin your thesis!,ham,ham,ham,ham,ham,ham
4067,Fyi I'm gonna call you sporadically starting at like  &lt;#&gt;  bc we are not not doin this shit,ham,ham,ham,ham,ham,ham
1968,Even i cant close my eyes you are in me our vava playing umma :-D,ham,ham,ham,ham,ham,ham
2371,"That day ü say ü cut ur hair at paragon, is it called hair sense? Do ü noe how much is a hair cut? ",ham,ham,ham,ham,ham,ham
141,"K, text me when you're on the way",ham,ham,ham,spam,ham,ham
3284,Hey tmr maybe can meet you at yck,ham,ham,ham,ham,ham,ham
3173,Do u still have plumbers tape and a wrench we could borrow?,ham,ham,ham,ham,ham,ham
1514,Hows the champ just leaving glasgow!,ham,ham,ham,ham,ham,ham
1461,"Yalru lyfu astne chikku.. Bt innu mundhe lyf ali halla ke bilo (marriage)program edhae, so lyf is nt yet ovr chikku..ali vargu lyfu meow meow:-D",ham,ham,ham,ham,ham,ham
4451,"Awesome, be there in a minute",ham,ham,ham,ham,ham,ham
4158,This single single answers are we fighting? Plus i said am broke and you didnt reply,ham,ham,ham,ham,ham,ham
2495,"You at mu? You should try to figure out how much money everyone has for gas and alcohol, jay and I are trying to figure out our weed budget",ham,ham,ham,ham,ham,ham
2865,What I'm saying is if you haven't explicitly told nora I know someone I'm probably just not gonna bother,ham,ham,ham,ham,ham,ham
2638,No I don't have cancer. Moms making a big deal out of a regular checkup aka pap smear,ham,ham,ham,ham,ham,ham
1613,RT-KIng Pro Video Club>> Need help? info@ringtoneking.co.uk or call 08701237397 You must be 16+ Club credits redeemable at www.ringtoneking.co.uk! Enjoy!,spam,spam,spam,spam,spam,spam
3380,Dear umma she called me now :-),ham,ham,ham,ham,ham,ham
3113,Just haven't decided where yet eh ?,ham,ham,ham,ham,ham,ham
5046,"We have sent JD for Customer Service cum Accounts Executive to ur mail id, For details contact us",ham,ham,ham,ham,ham,ham
765,"Wishing you and your family Merry ""X"" mas and HAPPY NEW Year in advance..",ham,ham,ham,ham,ham,ham
2434,"Indians r poor but India is not a poor country. Says one of the swiss bank directors. He says that "" &lt;#&gt;  lac crore"" of Indian money is deposited in swiss banks which can be used for 'taxless' budget for  &lt;#&gt;  yrs. Can give  &lt;#&gt;  crore jobs to all Indians. From any village to Delhi 4 lane roads. Forever free power suply to more than  &lt;#&gt;  social projects. Every citizen can get monthly  &lt;#&gt; /- for  &lt;#&gt;  yrs. No need of World Bank &amp; IMF loan. Think how our money is blocked by rich politicians. We have full rights against corrupt politicians. Itna forward karo ki pura INDIA padhe.g.m.""",ham,ham,ham,ham,ham,ham
1132,"Sorry, I'll call later",ham,ham,ham,ham,ham,ham
2497,HCL chennai requires FRESHERS for voice process.Excellent english needed.Salary upto  &lt;#&gt; .Call Ms.Suman  &lt;#&gt;  for Telephonic interview -via Indyarocks.com,ham,ham,ham,ham,ham,ham
1795,How much i gave to you. Morning.,ham,ham,ham,ham,ham,ham
3695,Ok im not sure what time i finish tomorrow but i wanna spend the evening with you cos that would be vewy vewy lubly! Love me xxx,ham,ham,ham,ham,ham,ham
114,GENT! We are trying to contact you. Last weekends draw shows that you won a £1000 prize GUARANTEED. Call 09064012160. Claim Code K52. Valid 12hrs only. 150ppm,spam,spam,spam,spam,spam,spam
3994,"Nimbomsons. Yep phone knows that one. Obviously, cos thats a real word",ham,ham,ham,ham,ham,ham
1100,Been up to ne thing interesting. Did you have a good birthday? When are u wrking nxt? I started uni today.,ham,ham,ham,ham,ham,ham
4396,"Only just got this message, not ignoring you. Yes, i was. Shopping that is",ham,ham,ham,spam,ham,ham
4901,"ou are guaranteed the latest Nokia Phone, a 40GB iPod MP3 player or a £500 prize! Txt word: COLLECT to No: 83355! IBHltd LdnW15H 150p/Mtmsgrcvd18",spam,spam,spam,spam,spam,spam
1351,Bugis oso near wat... ,ham,ham,ham,ham,ham,ham
5515,You are a great role model. You are giving so much and i really wish each day for a miracle but God as a reason for everything and i must say i wish i knew why but i dont. I've looked up to you since i was young and i still do. Have a great day.,ham,ham,ham,ham,ham,ham
292,Haf u found him? I feel so stupid da v cam was working.,ham,ham,ham,ham,ham,ham
1741,UR GOING 2 BAHAMAS! CallFREEFONE 08081560665 and speak to a live operator to claim either Bahamas cruise of£2000 CASH 18+only. To opt out txt X to 07786200117,spam,spam,spam,spam,spam,spam
450,10 min later k...,ham,ham,ham,ham,ham,ham
2321,This pain couldn't have come at a worse time.,ham,ham,ham,ham,ham,ham
4139,"Good! No, don‘t need any receipts—well done! (…) Yes, please tell . What‘s her number, i could ring her",ham,ham,ham,ham,ham,ham
4521,What to think no one saying clearly. Ok leave no need to ask her. I will go if she come or not,ham,ham,ham,ham,ham,ham
1519,Shall i ask one thing if you dont mistake me.,ham,ham,ham,ham,ham,ham
3330,Sac will score big hundred.he is set batsman:-),ham,ham,ham,ham,ham,ham
3177,Havent still waitin as usual... Ü come back sch oredi?,ham,ham,ham,ham,ham,ham
2286,"Hi, wkend ok but journey terrible. Wk not good as have huge back log of marking to do",ham,ham,ham,ham,ham,ham
4777,Quite lor. But dun tell him wait he get complacent...,ham,ham,ham,ham,ham,ham
3436,Hi darlin i cantdo anythingtomorrow as myparents aretaking me outfor a meal. when are u free? Katexxx,ham,ham,ham,ham,ham,ham
4099,I think just yourself …Thanks and see you tomo,ham,ham,ham,ham,ham,ham
5104,"A Boy loved a gal. He propsd bt she didnt mind. He gv lv lttrs, Bt her frnds threw thm. Again d boy decided 2 aproach d gal , dt time a truck was speeding towards d gal. Wn it was about 2 hit d girl,d boy ran like hell n saved her. She asked 'hw cn u run so fast?' D boy replied ""Boost is d secret of my energy"" n instantly d girl shouted ""our energy"" n Thy lived happily 2gthr drinking boost evrydy Moral of d story:- I hv free msgs:D;): gud ni8",ham,ham,ham,ham,ham,ham
5032,Hey... Very inconvenient for your sis a not huh?,ham,ham,ham,ham,ham,ham
5228,PRIVATE! Your 2003 Account Statement for <fone no> shows 800 un-redeemed S. I. M. points. Call 08715203656 Identifier Code: 42049 Expires 26/10/04,spam,spam,spam,spam,spam,spam
2647,"Em, its olowoyey@ usc.edu have a great time in argentina. Not sad about secretary, everything is a blessing",ham,ham,ham,ham,ham,ham
2397,Well you told others you'd marry them...,ham,ham,ham,ham,ham,ham
3561,Lol I know! Hey someone did a great inpersonation of flea on the forums. I love it!,ham,ham,ham,ham,ham,ham
4980,Spending new years with my brother and his family. Lets plan to meet next week. Are you ready to be spoiled? :),ham,ham,ham,ham,ham,ham
389,4mths half price Orange line rental & latest camera phones 4 FREE. Had your phone 11mths ? Call MobilesDirect free on 08000938767 to update now! or2stoptxt,spam,spam,spam,spam,spam,spam
4278,I'm glad. You are following your dreams.,ham,ham,ham,ham,ham,ham
4897,2 and half years i missed your friendship:-),ham,ham,ham,ham,ham,ham
4802,"The guy at the car shop who was flirting with me got my phone number from the paperwork and called and texted me. I'm nervous because of course now he may have my address. Should i call his boss and tell him, knowing this may get him fired?",ham,ham,ham,ham,ham,ham
4155,Haf u eaten? Wat time u wan me 2 come?,ham,ham,ham,ham,ham,ham
3214,What's ur pin?,ham,ham,ham,spam,ham,ham
3387,"Oops - am at my mum's in somerset... Bit far! Back tomo, see you soon x",ham,ham,ham,ham,ham,ham
5395,Dunno lei shd b driving lor cos i go sch 1 hr oni.,ham,ham,ham,ham,ham,ham
2193,Congrats ! Treat pending.i am not on mail for 2 days.will mail once thru.Respect mother at home.check mails.,ham,ham,ham,ham,ham,ham
2315,Also that chat was awesome but don't make it regular unless you can see her in person,ham,ham,ham,ham,ham,ham
1960,Howz that persons story,ham,ham,ham,ham,ham,ham
3974,"Night night, see you tomorrow",ham,ham,ham,spam,ham,ham
4837,Yay can't wait to party together!,ham,ham,ham,ham,ham,ham
1082,Can u get pic msgs to your phone?,ham,ham,ham,spam,ham,ham
5172,"Aight, text me tonight and we'll see what's up",ham,ham,ham,ham,ham,ham
2962,I'm doing da intro covers energy trends n pros n cons... Brief description of nuclear fusion n oso brief history of iter n jet got abt 7 n half pages..,ham,ham,ham,ham,ham,ham
2505,"Hello, my boytoy! I made it home and my constant thought is of you, my love. I hope your having a nice visit but I can't wait till you come home to me ...*kiss*",ham,ham,ham,ham,ham,ham
237,Or ill be a little closer like at the bus stop on the same street,ham,ham,ham,ham,ham,ham
2800,I've told him that i've returned it. That should i re order it.,ham,ham,ham,ham,ham,ham
2964,You dont know you jabo me abi.,ham,ham,ham,ham,ham,ham
3211,"She said,'' do u mind if I go into the bedroom for a minute ? '' ''OK'', I sed in a sexy mood. She came out 5 minuts latr wid a cake...n My Wife,",ham,ham,ham,ham,ham,ham
1929,Call from 08702490080 - tells u 2 call 09066358152 to claim £5000 prize. U have 2 enter all ur mobile & personal details @ the prompts. Careful!,spam,spam,spam,spam,spam,spam
853,No da if you run that it activate the full version da.,ham,ham,ham,ham,ham,ham
1346,Que pases un buen tiempo or something like that,ham,ham,ham,spam,ham,ham
4135,Is it your yahoo boys that bring in the perf? Or legal.,ham,ham,ham,ham,ham,ham
5177,"Very strange.  and  are watching the 2nd one now but i'm in bed. Sweet dreams, miss u ",ham,ham,ham,ham,ham,ham
4352,"Night has ended for another day, morning has come in a special way. May you smile like the sunny rays and leaves your worries at the blue blue bay. Gud mrng",ham,ham,ham,ham,ham,ham
2825,No need to buy lunch for me.. I eat maggi mee..,ham,ham,ham,ham,ham,ham
1167,I am not having her number sir,ham,ham,ham,ham,ham,ham
3205,She's good. How are you. Where r u working now,ham,ham,ham,ham,ham,ham
909,WHITE FUDGE OREOS ARE IN STORES,ham,ham,ham,ham,ham,ham
2220,You have WON a guaranteed £1000 cash or a £2000 prize. To claim yr prize call our customer service representative on 08714712379 between 10am-7pm Cost 10p,spam,spam,spam,spam,spam,spam
1000,"Aight will do, thanks again for comin out",ham,ham,ham,ham,ham,ham
4423,MMM ... Fuck .... Merry Christmas to me,ham,ham,ham,ham,ham,ham
5021,"It's cool, we can last a little while. Getting more any time soon?",ham,ham,ham,spam,ham,ham
5451,Just sing HU. I think its also important to find someone female that know the place well preferably a citizen that is also smart to help you navigate through. Even things like choosing a phone plan require guidance. When in doubt ask especially girls.,ham,ham,ham,ham,ham,ham
2256,"I just lov this line: ""Hurt me with the truth, I don't mind,i wil tolerat.bcs ur my someone..... But, Never comfort me with a lie"" gud ni8 and sweet dreams",ham,ham,ham,ham,ham,ham
2876,"Idk. You keep saying that you're not, but since he moved, we keep butting heads over freedom vs. responsibility. And i'm tired. I have so much other shit to deal with that i'm barely keeping myself together once this gets added to it.",ham,ham,ham,ham,ham,ham
2084,"you are sweet as well, princess. Please tell me your likes and dislikes in bed...",ham,ham,ham,ham,ham,ham
1022,Guess what! Somebody you know secretly fancies you! Wanna find out who it is? Give us a call on 09065394514 From Landline DATEBox1282EssexCM61XN 150p/min 18,spam,spam,spam,spam,spam,spam
2804,FreeMsg>FAV XMAS TONES!Reply REAL,spam,spam,spam,spam,spam,ham
3834,I had askd u a question some hours before. Its answer,ham,ham,ham,ham,ham,ham
3521,No it will reach by 9 only. She telling she will be there. I dont know,ham,ham,ham,ham,ham,ham
3458,Friendship poem: Dear O Dear U R Not Near But I Can Hear Dont Get Fear Live With Cheer No More Tear U R Always my Dear. Gud ni8,ham,ham,ham,ham,ham,ham
1404,cool. We will have fun practicing making babies!,ham,ham,ham,ham,ham,ham
4234,My love ... I hope your not doing anything drastic. Don't you dare sell your pc or your phone ...,ham,ham,ham,ham,ham,ham
3940,Y ü wan to go there? C doctor?,ham,ham,ham,ham,ham,ham
3747,I'm not. She lip synced with shangela.,ham,ham,ham,ham,ham,ham
1593,Will it help if we propose going back again tomorrow,ham,ham,ham,spam,ham,ham
2095,PRIVATE! Your 2004 Account Statement for 07742676969 shows 786 unredeemed Bonus Points. To claim call 08719180248 Identifier Code: 45239 Expires,spam,spam,spam,spam,spam,spam
525,"URGENT!: Your Mobile No. was awarded a £2,000 Bonus Caller Prize on 02/09/03! This is our 2nd attempt to contact YOU! Call 0871-872-9755 BOX95QU",spam,spam,spam,spam,spam,spam
4633,"I'm in a meeting, call me later at",ham,ham,ham,ham,ham,ham
4818,Me too. Mark is taking forever to pick up my prescription and the pain is coming back.,ham,ham,ham,ham,ham,ham
1221,No. 1 Nokia Tone 4 ur mob every week! Just txt NOK to 87021. 1st Tone FREE ! so get txtin now and tell ur friends. 150p/tone. 16 reply HL 4info,spam,spam,spam,spam,spam,spam
4452,"And that is the problem. You walk around in ""julianaland"" oblivious to what is going on around you. I say the same things constantly and they go in one ear and out the other while you go off doing whatever you want to do. It's not that you don't know why I'm upset--it's that you don't listen when i tell you WHAT is going to upset me. Then you want to be surprised when I'm mad.",ham,ham,ham,ham,ham,ham
5221,"Jane babes not goin 2 wrk, feel ill after lst nite. Foned in already cover 4 me chuck.:-)",ham,ham,ham,ham,ham,ham
5321,Ok no problem... Yup i'm going to sch at 4 if i rem correctly...,ham,ham,ham,ham,ham,ham
5121,"Oops I did have it,  &lt;#&gt; ?",ham,ham,ham,ham,ham,ham
2702,"Hiya, sorry didn't hav signal. I haven't seen or heard from and neither has, which is unusual in itself! I'll put on the case and get him to sort it out! Hugs and snogs.",ham,ham,ham,ham,ham,ham
1904,Free entry in 2 a weekly comp for a chance to win an ipod. Txt POD to 80182 to get entry (std txt rate) T&C's apply 08452810073 for details 18+,spam,spam,spam,spam,spam,spam
2344,"1) Go to write msg 2) Put on Dictionary mode 3)Cover the screen with hand, 4)Press  &lt;#&gt; . 5)Gently remove Ur hand.. Its interesting..:)",ham,ham,ham,ham,ham,ham
2292,Remind me how to get there and I shall do so,ham,ham,ham,ham,ham,ham
151,The wine is flowing and i'm i have nevering..,ham,ham,ham,ham,ham,ham
808,Boooo you always work. Just quit.,ham,ham,ham,ham,ham,ham
44,Great! I hope you like your man well endowed. I am  &lt;#&gt;  inches...,ham,ham,ham,ham,ham,ham
4986,Dont let studying stress you out. L8r.,ham,ham,ham,ham,ham,ham
4021,University of southern california.,ham,ham,ham,ham,ham,ham
3852,We have all rounder:)so not required:),ham,ham,ham,spam,ham,ham
1032,Yup bathe liao...,ham,ham,ham,ham,ham,ham
307,Jos ask if u wana meet up?,ham,ham,ham,ham,ham,ham
4444,You know my old Dom I told you about yesterday ? His name is Roger? He got in touch with me last night and wants me to meet him today at 2 pm,ham,ham,ham,ham,ham,ham
3186,MAYBE IF YOU WOKE UP BEFORE FUCKING 3 THIS WOULDN'T BE A PROBLEM.,ham,ham,ham,ham,ham,ham
4493,Probably a couple hours tops,ham,ham,ham,ham,ham,ham
2389,"wiskey Brandy Rum Gin Beer Vodka Scotch Shampain Wine ""KUDI""yarasu dhina vaazhthukkal. ..",ham,ham,ham,ham,ham,ham
2556,"FreeMSG You have been awarded a FREE mini DIGITAL CAMERA, just reply SNAP to collect your prize! (quizclub Opt out? Stop 80122300p/wk SP:RWM Ph:08704050406)",spam,spam,spam,spam,spam,spam
2773,Still in customer place,ham,ham,ham,spam,ham,ham
1742,I can do that! I want to please you both inside and outside the bedroom...,ham,ham,ham,ham,ham,ham
703,What is important is that you prevent dehydration by giving her enough fluids,ham,ham,ham,spam,ham,ham
3669,Thanks for loving me so. You rock,ham,ham,ham,ham,ham,ham
5197,I like cheap! But i‘m happy to splash out on the wine if it makes you feel better..,ham,ham,ham,ham,ham,ham
2910,URGENT! Your Mobile number has been awarded with a £2000 prize GUARANTEED. Call 09058094454 from land line. Claim 3030. Valid 12hrs only,spam,spam,spam,spam,spam,spam
4153,What's nannys address?,ham,ham,ham,spam,ham,ham
3892,No problem. We will be spending a lot of quality time together...,ham,ham,ham,ham,ham,ham
1174,Ü dun need to pick ur gf?,ham,ham,ham,ham,ham,ham
2168,Yes.he have good crickiting mind,ham,ham,ham,ham,ham,ham
1421,No. She's currently in scotland for that.,ham,ham,ham,ham,ham,ham
3841,HEY MATE! HOWS U HONEY?DID U AVE GOOD HOLIDAY? GIMMI DE GOSS!x,ham,ham,ham,ham,ham,ham
2254,Lol enjoy role playing much?,ham,ham,ham,ham,ham,ham
600,I'm going out to buy mum's present ar.,ham,ham,ham,ham,ham,ham
5457,Arun can u transfr me d amt,ham,ham,ham,ham,ham,ham
3172,Still otside le..u come 2morrow maga..,ham,ham,ham,spam,ham,ham
3437,If india win or level series means this is record:),ham,ham,ham,ham,ham,ham
284,Okie...,ham,ham,ham,ham,ham,ham
1106,on hen night. Going with a swing,ham,ham,ham,ham,ham,ham
1857,"Say this slowly.? GOD,I LOVE YOU &amp; I NEED YOU,CLEAN MY HEART WITH YOUR BLOOD.Send this to Ten special people &amp; u c miracle tomorrow, do it,pls,pls do it...",ham,ham,ham,ham,ham,ham
319,December only! Had your mobile 11mths+? You are entitled to update to the latest colour camera mobile for Free! Call The Mobile Update Co FREE on 08002986906,spam,spam,spam,spam,spam,spam
907,"all the lastest from Stereophonics, Marley, Dizzee Racal, Libertines and The Strokes! Win Nookii games with Flirt!! Click TheMob WAP Bookmark or text WAP to 82468",spam,spam,spam,spam,spam,spam
2206,"Haha, my legs and neck are killing me and my amigos are hoping to end the night with a burn, think I could swing by in like an hour?",ham,ham,ham,ham,ham,ham
5138,Yup... I havent been there before... You want to go for the yoga? I can call up to book ,ham,ham,ham,ham,ham,ham
1363,What does the dance river do?,ham,ham,ham,ham,ham,ham
2772,Then ur sis how?,ham,ham,ham,ham,ham,ham
3633,Oooh I got plenty of those!,ham,ham,ham,ham,ham,ham
2476,Mm i am on the way to railway,ham,ham,ham,ham,ham,ham
5358,Hmm. Shall i bring a bottle of wine to keep us amused? Just joking! I'll still bring a bottle. Red or white? See you tomorrow,ham,ham,ham,ham,ham,ham
3030,What is your record for one night? :),ham,ham,ham,spam,ham,ham
3012,"Hm good morning, headache anyone? :-)",ham,ham,ham,ham,ham,ham
1577,No. To be nosy I guess. Idk am I over reacting if I'm freaked?,ham,ham,ham,ham,ham,ham
945,"I sent my scores to sophas and i had to do secondary application for a few schools. I think if you are thinking of applying, do a research on cost also. Contact joke ogunrinde, her school is one me the less expensive ones",ham,ham,ham,ham,ham,ham
1299,Your daily text from me – a favour this time,ham,ham,ham,ham,ham,ham
914,Ok lor but not too early. Me still having project meeting now.,ham,ham,ham,ham,ham,ham
2306,Still in the area of the restaurant. Ill try to come back soon,ham,ham,ham,ham,ham,ham
3361,Please attend the phone:),ham,ham,ham,ham,ham,ham
6,Even my brother is not like to speak with me. They treat me like aids patent.,ham,ham,ham,ham,ham,ham
3383,"Well, I meant as opposed to my drunken night of before",ham,ham,ham,ham,ham,ham
4790,We're on the opposite side from where we dropped you off,ham,ham,ham,ham,ham,ham
2138,Then why you came to hostel.,ham,ham,ham,ham,ham,ham
2961,Sir send to group mail check it.,ham,ham,ham,ham,ham,ham
1071,"alright, I'll make sure the car is back tonight",ham,ham,ham,ham,ham,ham
3977,I wish u were here. I feel so alone,ham,ham,ham,ham,ham,ham
3919,No need to ke qi... Ü too bored izzit y suddenly thk of this...,ham,ham,ham,ham,ham,ham
4939,No it was cancelled yeah baby! Well that sounds important so i understand my darlin give me a ring later on this fone love Kate x,ham,ham,ham,ham,ham,ham
4345,Hi:)did you asked to waheeda fathima about leave?,ham,ham,ham,ham,ham,ham
5356,Tell me something. Thats okay.,ham,ham,ham,ham,ham,ham
3402,Thanks honey. Have a great day.,ham,ham,ham,ham,ham,ham
4159,It certainly puts things into perspective when something like this happens,ham,ham,ham,ham,ham,ham
4564,"Come around  &lt;DECIMAL&gt; pm vikky..i'm otside nw, il come by tht time",ham,ham,ham,ham,ham,ham
1122,Do you want 750 anytime any network mins 150 text and a NEW video phone for only five pounds per week call 08000776320 now or reply for delivery Tomorrow,spam,spam,spam,spam,spam,spam
5090,"St andre, virgil's cream",ham,ham,ham,ham,ham,ham
3039,You are not bothering me but you have to trust my answers. Pls.,ham,ham,ham,ham,ham,ham
3427,Sure but since my parents will be working on Tuesday I don't really need a cover story,ham,ham,ham,ham,ham,ham
2551,Please sen :)my kind advice :-)please come here and try:-),ham,ham,ham,ham,ham,ham
1195,Ok... C ya...,ham,ham,ham,ham,ham,ham
2411,Ok... Thanx... Gd nite 2 ü too...,ham,ham,ham,ham,ham,ham
4364,"Evry Emotion dsn't hav Words.Evry Wish dsn't hav Prayrs.. If u Smile,D World is wit u.Othrwise even d Drop of Tear dsn't lik 2 Stay wit u.So b happy.. Good morning, keep smiling:-)",ham,ham,ham,ham,ham,ham
3009,"Loan for any purpose £500 - £75,000. Homeowners + Tenants welcome. Have you been previously refused? We can still help. Call Free 0800 1956669 or text back 'help'",spam,spam,spam,spam,spam,spam
5379,Somebody set up a website where you can play hold em using eve online spacebucks,ham,ham,ham,ham,ham,ham
1953,Nah im goin 2 the wrks with j wot bout u?,ham,ham,ham,ham,ham,ham
871,"Well am officially in a philosophical hole, so if u wanna call am at home ready to be saved!",ham,ham,ham,ham,ham,ham
4595,I had a good time too. Its nice to do something a bit different with my weekends for a change. See ya soon,ham,ham,ham,ham,ham,ham
352,If you're not in my car in an hour and a half I'm going apeshit,ham,ham,ham,ham,ham,ham
223,"Sorry, I'll call later",ham,ham,ham,ham,ham,ham
3912,How i noe... She's in da car now... Later then c lar... I'm wearing shorts...,ham,ham,ham,ham,ham,ham
5467,Get your garden ready for summer with a FREE selection of summer bulbs and seeds worth £33:50 only with The Scotsman this Saturday. To stop go2 notxt.co.uk,spam,spam,spam,spam,spam,spam
2284,I reach home safe n sound liao...,ham,ham,ham,ham,ham,ham
1337,"Sweet, we may or may not go to 4U to meet carlos so gauge patty's interest in that",ham,ham,ham,ham,ham,ham
3580,"Multiply the numbers independently and count decimal points then, for the division, push the decimal places like i showed you.",ham,ham,ham,ham,ham,ham
2885,Cbe is really good nowadays:)lot of shop and showrooms:)city is shaping good.,ham,ham,ham,ham,ham,ham
2494,they released another Italian one today and it has a cosign option,ham,ham,ham,ham,ham,ham
2015,Ambrith..madurai..met u in arun dha marrge..remembr?,ham,ham,ham,ham,ham,ham
3979,Reason is if the team budget is available at last they buy the unsold players for at base rate..,ham,ham,ham,ham,spam,ham
250,Congratulations ur awarded 500 of CD vouchers or 125gift guaranteed & Free entry 2 100 wkly draw txt MUSIC to 87066 TnCs www.Ldew.com1win150ppmx3age16,spam,spam,spam,spam,spam,spam
228,Hey company elama po mudyadhu.,ham,ham,ham,spam,ham,ham
1255,What your plan for pongal?,ham,ham,ham,ham,ham,ham
2657,Feel like trying kadeem again? :V,ham,ham,ham,ham,ham,ham
576,"You have won ?1,000 cash or a ?2,000 prize! To claim, call09050000327",spam,spam,spam,spam,spam,spam
761,"Romantic Paris. 2 nights, 2 flights from £79 Book now 4 next year. Call 08704439680Ts&Cs apply.",spam,spam,spam,spam,spam,spam
4306,Yo come over carlos will be here soon,ham,ham,ham,ham,ham,ham
4129,I dont thnk its a wrong calling between us,ham,ham,ham,ham,ham,ham
2686,URGENT! We are trying to contact U. Todays draw shows that you have won a £800 prize GUARANTEED. Call 09050003091 from land line. Claim C52. Valid 12hrs only,spam,spam,spam,spam,spam,spam
4300,Hurt me... Tease me... Make me cry... But in the end of my life when i die plz keep one rose on my grave and say STUPID I MISS U.. HAVE A NICE DAY BSLVYL,ham,ham,ham,ham,ham,ham
1962,LOL that would be awesome payback.,ham,ham,ham,ham,ham,ham
626,"Haha good to hear, I'm officially paid and on the market for an 8th",ham,ham,ham,ham,ham,ham
5053,"Tick, tick, tick .... Where are you ? I could die of loneliness you know ! *pouts* *stomps feet* I need you ...",ham,ham,ham,ham,ham,ham
3868,"Alright we're hooked up, where you guys at",ham,ham,ham,ham,ham,ham
3681,I cant pick the phone right now. Pls send a message,ham,ham,ham,spam,ham,ham
4367,Mm yes dear look how i am hugging you both. :-P,ham,ham,ham,ham,ham,ham
1065,"That's fine, I'll bitch at you about it later then",ham,ham,ham,ham,ham,ham
3338,I AM AT THE GAS STATION. GO THERE.,ham,ham,ham,ham,ham,ham
1649,If u laugh really loud.. If u talk spontaneously.. If u dont care what others feel.. U are probably with your dear &amp; best friends.. GOODEVENING Dear..:),ham,ham,ham,ham,ham,ham
4610,Y de asking like this.,ham,ham,ham,ham,ham,ham
3676,Whos this am in class:-),ham,ham,ham,ham,ham,ham
1959,"Lol ... Oh no babe, I wont be sliding into your place after midnight, but thanks for the invite",ham,ham,ham,ham,ham,ham
